Symbol,Folio,Entry Trade Date,Buy Average,Qty,Buy Value,Exit Trade Date,Sell Average,Sell Value,Profit,Period Of Holdings,FMV,Grandfathered Long Term Profit,Taxable Profit
Aditya Birla Sun Life Dynamic Bond Fund - Direct Plan,,2017-06-30T03:06:00,30.8729,1646.45,50830.6862,2018-09-10T03:09:00,31.0743,51162.2812,331.595,,,,
